UMAP1,UMAP2
9.059756,5.651076
7.609465,6.4137955
9.233817,1.0606418
4.409329,2.3071268
9.51523,4.4390607
6.368555,5.003532
8.283374,6.864844
11.753478,3.0751662
7.854684,1.2367862
4.5574403,2.6917648
9.88321,7.3152647
11.77454,2.6397996
10.0438795,7.351488
8.238709,5.529778
5.456741,2.986416
10.038215,4.5027547
9.009012,0.6156224
7.973424,7.7941403
7.891477,3.156986
8.145183,7.6058435
6.2111044,5.2831492
5.9752026,2.0286183
5.5841846,2.8612134
8.259748,4.7685184
6.232773,3.6312747
5.5284243,2.3710866
8.2085495,6.7262
6.544032,6.0005245
9.555192,2.6956336
7.3606277,6.8480496
8.970168,6.571138
8.9499855,0.9883369
8.816804,7.8614283
8.791093,3.304297
4.9083185,2.4068406
8.644744,7.22047
7.7944484,6.0822167
8.705773,6.5537786
4.508049,2.4459944
8.432952,8.005147
10.521551,4.6790204
9.093414,6.3546324
10.503161,4.6252456
6.9425087,4.213503
9.790047,1.4236426
7.5955963,2.1746647
6.998552,1.6813259
8.79659,7.5390773
7.581066,7.2932186
11.021765,2.6918485
8.604579,1.5607729
8.787463,0.42076153
8.03583,7.027835
12.384659,2.0750349
7.871107,6.853894
12.16366,2.0752003
9.215433,0.4714884
12.117926,4.2714224
6.8349843,2.1363342
11.727318,4.747311
8.689075,2.9737017
6.5934625,2.150737
6.9036865,1.4293683
6.9938703,5.8137336
6.436407,5.5829415
7.939799,4.7419815
8.888721,8.137763
7.775835,3.2480845
9.042065,6.7576222
10.263933,4.52738
11.676888,3.1079664
7.1634235,5.6015916
6.9415455,7.321785
8.102876,7.0333166
9.712934,4.2917385
8.156163,3.2116008
6.7690687,1.538878
5.9621215,2.3312178
7.7973166,7.022825
6.827266,7.187161
7.8492503,2.067396
9.051636,0.6830771
9.07479,0.28454328
11.515228,2.7280514
9.40877,0.771083
9.918948,7.059487
10.891092,5.491768
8.446018,1.6137072
9.969968,7.467242
8.38883,6.442394
6.611623,5.0137973
8.665382,6.394
9.6537485,3.3703058
10.440937,5.660544
5.387637,3.2572932
7.815851,3.1275444
10.3445,6.592538
9.1568,2.3451571
7.5254645,3.803123
7.6961985,5.894257
8.448738,6.827354
9.402423,2.0339549
6.1301637,2.4040818
12.492634,4.249792
7.465633,6.679183
9.351834,1.6917243
8.306179,0.018579915
8.909525,4.6236105
10.986439,3.300002
6.987105,6.409925
7.387749,2.4606724
7.751353,2.0051608
8.831579,6.7993355
9.533425,0.48275098
6.7985096,5.7943654
6.4880805,4.840947
7.9258943,1.2524742
8.158003,3.585963
6.343107,6.0962315
11.574555,2.5413663
9.115122,6.977177
5.0658655,2.8350341
11.90774,2.0744934
8.991836,6.787798
10.278365,3.4659774
11.740143,2.605553
6.9707775,1.7814035
8.3134575,7.255681
8.675278,6.444736
4.9409356,3.1310353
8.825757,7.6120195
7.6923046,2.0342326
8.40872,1.2964818
7.5963545,6.728652
8.816312,6.877911
8.128526,7.6679115
7.52854,4.465515
8.593714,3.6463332
8.349958,6.4588423
12.210954,2.2796721
9.193726,2.1253076
8.410433,8.155956
7.2357903,6.8712807
9.917001,2.8872259
12.858313,5.2386427
7.5261073,4.4413543
8.962188,2.8103456
6.8237853,0.35309336
7.9348288,1.8367507
6.70045,1.2528054
6.955066,1.2961569
9.180392,2.9030857
7.597705,4.1571765
9.180918,0.620923
5.5838675,2.8137944
7.1021543,5.676543
10.202638,1.416012
8.1647,4.8585258
8.790408,3.4079657
10.791563,1.722807
12.4907255,4.690381
4.668329,2.1321843
6.988369,5.7381606
6.908168,6.317103
9.113073,0.615542
6.5840626,2.7124877
8.108975,2.8012211
5.777895,2.8622315
9.21341,0.51487786
8.128477,6.3727794
8.158896,6.2123656
6.3781586,1.220435
12.559119,3.5301542
9.846077,6.6799297
9.589605,0.72756064
4.489111,3.204328
7.4262104,4.5687966
8.418832,7.465319
8.376215,7.180189
4.6718645,2.8645813
8.425831,1.4840461
9.344157,2.7198608
8.503502,1.3672101
8.874011,3.735143
7.7534275,2.786138
6.3852534,3.1148946
8.086791,7.160928
8.468279,5.8995986
7.5086718,5.788485
6.0144296,2.1598246
11.234159,2.201135
4.802959,2.9550467
11.27106,1.7641965
7.506532,2.5064719
6.8322277,5.9756074
7.648403,3.8874707
9.495352,1.4358734
6.752583,0.3652564
5.7371464,3.0613158
6.8198795,0.4263007
9.413761,0.9318037
8.409822,1.429925
8.230693,6.385394
7.7836185,6.3314157
8.123595,0.96690124
11.890085,3.016285
8.773937,1.2659101
8.513682,5.953736
11.90381,3.538602
7.4304643,1.4208739
9.021055,2.4823043
11.018251,1.7886344
7.9400187,7.493612
9.043365,5.9063907
8.773891,3.1378
12.1714525,3.7733166
5.707338,3.1492631
12.303338,2.7019196
8.005038,2.647447
12.012658,4.872759
11.276773,1.8284372
8.570651,3.7154253
8.51624,8.14524
5.393057,2.7386634
7.8695154,3.6694596
8.652904,6.455153
5.5278406,2.8261862
9.233204,3.7873838
10.026258,2.86497
9.0425,0.42501485
7.3528028,6.348121
6.926446,0.5587897
8.432256,3.0912962
8.647287,0.1693521
7.9346304,1.041723
9.829126,2.1284082
7.5743804,7.1638274
11.848352,4.538936
8.122137,7.7309265
12.026815,4.351785
7.3359137,1.696225
9.937228,1.43927
8.173394,0.4029744
7.798698,4.4793386
4.4132953,2.531446
8.603082,2.9149978
8.473123,3.3534703
9.854264,4.9407396
5.4499097,2.6641939
8.525535,1.6056191
9.07526,2.447047
12.396355,3.8094447
7.7080355,4.861619
7.9566307,5.6645584
8.375566,1.3336862
8.238395,0.32794666
12.036947,2.1919703
10.553854,5.5050626
11.969946,2.3048701
8.345875,3.710881
7.6685057,3.1379583
6.590081,5.0717463
12.314674,3.432439
11.025281,3.6335847
8.349704,1.8611898
8.144141,3.9313283
8.737733,1.1943641
4.5861483,2.423959
6.79161,7.3013153
10.372562,2.626592
7.065825,6.392187
9.178919,7.2669144
11.5380945,2.58667
11.903148,4.243805
7.2504764,2.4776895
11.037629,3.7091343
12.275355,4.897865
6.1319103,1.8872994
8.068417,4.6926484
4.454765,3.0115407
10.699636,3.3790326
5.7247143,2.1983807
10.072237,7.327867
9.46226,0.6430786
10.955883,3.8953128
11.136919,2.5348017
7.7046103,2.9274893
8.801422,0.59901464
8.817123,2.990366
8.450825,1.5840913
10.042114,1.3915149
9.089307,0.5462095
4.7455297,2.6138997
8.019873,0.28145874
7.8559146,6.972782
9.320379,2.3805268
11.86247,3.8446457
7.642477,3.422659
7.7927837,6.2113376
8.2369995,1.6164563
7.0320463,4.342141
7.5504527,5.2724895
11.888703,2.1131094
9.3676605,2.4109676
8.799895,6.8237653
9.6695,6.1683335
8.205494,7.5224133
7.528197,2.0296228
6.43078,6.1944375
6.6463223,5.2940774
8.431438,6.1942706
10.352033,3.2766044
6.049124,2.5647147
11.668211,3.3493931
8.258696,6.7698174
8.288415,3.6265259
9.966377,6.082016
7.974189,7.025734
7.8765435,1.5684574
4.3881907,2.9313161
9.424024,0.46950102
8.316501,6.7284927
8.757931,3.382735
8.472426,5.827692
9.556816,3.539945
7.5471263,6.93892
11.098612,3.8042865
9.433427,2.1864378
9.201468,6.8984222
5.5180993,2.818749
10.93005,3.6706457
11.202406,3.5918577
8.311455,6.659272
11.817332,3.2532094
8.616627,7.8629065
6.4562864,2.573268
8.766269,3.1051078
8.931897,7.3837056
9.285952,5.98458
8.226188,6.328547
11.19278,4.7606626
9.151686,1.4375917
12.645118,4.3075886
9.473264,1.1627631
12.510627,4.0633163
7.882808,3.6725442
8.208914,6.1839075
12.523582,4.3637295
9.72787,2.7475357
4.6983275,3.39448
9.954647,1.712259
10.843338,1.9074512
12.206323,4.9180646
8.228784,6.6770344
6.68178,6.9180875
7.0718465,6.311033
9.367415,3.4654365
7.8535657,1.1393005
7.745685,1.1841437
10.536815,1.5890915
8.685364,7.971234
6.0249286,2.3846283
10.160464,6.0450487
7.6340537,2.503211
6.7101607,3.108478
7.9091334,7.743357
4.466501,3.14217
6.8698545,4.9008307
8.532089,7.4565353
8.970499,2.62744
12.522821,4.581015
8.90098,0.66811454
12.013589,3.513556
9.611894,2.0032642
8.918278,3.3636231
8.139138,2.2593963
4.815093,2.4640348
8.3043375,1.2133965
6.492165,4.6772285
12.747937,3.5677328
7.945385,3.194164
8.667843,1.1001923
6.732884,1.9268323
9.366734,2.605748
8.249656,6.2768445
11.175913,3.0184891
10.946079,5.2300134
8.158396,2.8708694
8.889366,0.72538185
12.2963915,2.9418082
9.20882,6.043622
4.441498,3.0800688
8.271729,5.4107275
7.2357683,1.2189701
8.712574,6.282239
10.695099,4.983841
10.379794,2.60885
8.50001,5.101342
5.6766067,2.3706079
11.835779,4.818123
5.686643,3.3287058
7.9125476,8.305852
9.011313,7.7051387
13.049391,3.47933
9.893182,4.8975563
8.6614895,1.819107
8.372805,1.562887
12.147281,2.4625351
11.170084,3.9054217
9.477324,1.8428602
6.462492,5.362906
6.019374,2.2181969
8.782292,7.2723355
6.6727457,5.7589517
7.0400395,5.5990252
9.189724,2.8390071
8.602718,3.188356
8.475524,5.164086
6.460839,5.802279
8.29633,0.14543042
8.233816,1.9968777
7.7118616,3.2815533
6.551511,1.9434104
6.1582756,5.9856954
12.002718,2.1840122
10.60037,4.954414
11.097815,4.1560674
11.932677,2.6591187
9.356929,1.6139563
9.992259,1.5445639
7.6298814,2.3654919
8.460469,0.35326797
9.691806,2.9280503
11.237934,3.6431072
8.537523,1.4121317
6.7276826,1.4417787
6.1508665,2.43312
7.9399385,3.1670918
9.410953,1.4389144
8.272921,7.4951067
8.27661,3.4700296
10.122996,1.6006652
4.855488,3.2473795
4.477143,3.084602
6.0511084,3.0391161
6.277728,5.0979047
4.472298,3.1137679
9.222086,0.347598
9.1855345,6.7313776
9.407503,3.8146906
7.5820074,6.080153
12.06156,2.2655082
11.340688,3.4620786
8.762426,1.2573903
9.026718,6.799413
8.125063,5.971428
8.12179,0.26143035
10.507588,1.8642176
7.9745684,1.7804807
12.472039,2.5606556
8.183394,7.4130898
8.8926735,0.48828632
8.287427,8.192603
10.173111,7.3022566
11.64781,2.8920095
6.941871,2.4447474
12.031489,4.5431476
4.5785713,2.7507632
7.0545144,5.980032
10.635424,3.5154855
8.586178,7.834454
10.507084,4.6719594
7.7881837,4.7809925
7.945934,2.33111
6.8469586,5.3486714
8.835564,7.150588
11.261563,3.3081486
6.866384,7.238543
10.255027,1.8487167
8.103402,6.2969236
10.815512,5.1368837
10.028862,7.2939954
6.8067255,5.3166203
8.004462,2.106187
12.091985,4.538807
6.9512773,7.2818084
8.636802,8.166333
8.668192,3.0770519
8.433182,1.2702669
8.336492,2.0534906
10.7698145,3.0508063
8.019503,0.9058162
10.05144,1.388643
8.78963,1.7577201
8.444438,5.4449477
9.849864,5.3449936
11.503537,2.9689004
9.1249485,4.58548
5.789138,3.018245
7.987071,2.1855245
6.853079,5.7781057
9.286937,0.4988949
9.611406,2.2274125
8.911802,6.83274
8.047485,0.4226295
7.8845243,2.9587414
6.5099573,5.9427624
12.260313,2.4561737
9.607989,6.523131
11.183963,3.6866693
9.041007,6.209546
8.10076,1.2551243
9.979142,3.35091
6.5346684,5.8872275
12.517969,2.5591593
10.731394,2.4382021
7.6026487,4.837354
11.218998,3.0960197
7.045968,3.5219762
7.8717833,0.52379197
6.1212115,2.935778
4.86735,3.0932546
8.667556,7.9094195
8.141734,2.4011326
8.021342,2.5990255
8.220503,7.509226
7.3092003,2.6469386
6.508991,5.24279
9.431423,4.1740737
8.403078,3.8453526
11.617159,3.2794776
7.113698,6.391174
12.135063,2.0760362
10.237401,3.8323646
8.693836,8.076969
7.3552094,7.4455295
8.327368,7.68472
11.084345,3.361653
12.556821,4.422975
13.153982,3.2658954
13.030466,3.4931092
9.6314,1.7858231
9.9195385,7.297902
8.724111,2.5038736
6.411198,5.142295
8.567473,8.028028
8.16305,5.380653
11.783062,3.31674
4.6124263,2.8782485
8.839731,6.4720726
6.995293,6.278746
4.9496093,2.5102346
7.694612,1.7102907
12.189939,3.8059664
11.469215,2.8184102
8.482166,2.6118336
8.722248,6.6268497
5.8929377,3.6135838
9.789606,7.055526
8.261321,6.9860787
12.430222,3.5638163
7.9245358,3.2739847
11.697511,2.54131
12.36778,3.791298
8.040877,6.7482715
12.204344,2.0925055
6.7415,0.283276
11.170075,2.8650286
4.6870203,3.1194544
9.027249,3.5614276
6.462333,3.6084285
7.9708843,3.5871575
7.112215,4.9298983
8.53753,1.3867214
12.48465,2.3451805
6.781442,5.9367466
8.536381,1.6583501
6.5738564,1.7751507
12.084782,2.513648
8.815806,8.217234
8.7800045,6.80283
12.549391,3.6539764
7.6625795,7.3453374
8.97816,2.0614064
5.230731,3.0680583
8.560961,8.200164
6.5590396,5.0969663
11.91341,2.6627638
10.863095,4.2695594
11.120353,5.401217
11.895526,2.7995017
6.3870845,5.89932
6.191049,1.97496
8.067033,1.474961
4.4849114,2.5423367
6.24329,3.5479198
8.133928,0.9681931
4.6548915,2.9602642
8.3418,5.0243993
10.784192,2.6778696
8.467439,5.895798
7.5336256,7.2092476
8.905189,6.067295
12.895778,5.3081594
6.1254354,2.1301908
8.759921,7.9269433
8.215526,2.5073152
10.408866,1.7259244
7.6007524,4.0429215
8.029492,6.596008
6.9376264,7.1241355
9.24734,0.4751914
8.141311,2.746393
9.764576,1.454877
5.6032715,2.4907773
7.782864,3.0158026
10.185587,2.8751638
4.45633,2.4377398
9.093931,6.8158264
12.039589,4.3275843
10.2846985,3.468029
6.235527,2.2591946
12.610524,3.645348
11.637146,1.8373505
7.7563434,2.8904734
9.359878,2.1250296
9.155308,2.7425091
9.311911,0.8627579
7.22383,3.4939213
9.771861,4.5726976
6.802059,4.74613
12.257518,4.7459507
6.248307,6.0403104
9.41753,1.8077402
7.230414,3.6789675
7.7849874,4.5976276
8.22536,1.418166
12.485847,3.9327526
9.128385,0.8931759
12.592421,2.6487398
8.155861,0.072220445
11.803169,4.1694303
8.311373,7.649386
12.776083,2.5835373
8.283027,4.8934946
12.149805,3.3563528
8.112644,2.212853
8.463926,3.27851
10.31291,3.847742
11.984473,3.5908415
6.3262897,5.448477
7.9232144,5.9167905
11.770362,3.3465216
6.5297046,6.0718794
8.706263,8.035798
7.5621977,6.0300417
8.918598,6.844806
12.136695,4.07429
7.0030494,5.3661313
7.449374,6.0576754
5.308962,2.4251428
8.334619,6.0654197
4.4432573,2.4188192
11.225008,2.9736035
12.110223,2.778945
6.8578463,3.2383652
8.117137,1.3529913
8.001289,2.2177365
6.1502943,2.6394086
6.8179097,5.070921
9.400456,0.6408946
7.8445506,7.5091553
8.29553,6.603176
4.462067,3.008236
6.702107,1.1995838
4.888585,2.7847552
8.572616,6.5378284
7.2214117,2.9659922
7.1828904,2.4461353
10.153146,2.9974597
8.248044,4.9159713
7.892425,6.0539074
8.854806,2.446384
9.773392,3.1348908
6.8712125,5.631357
9.115391,0.29763067
8.302247,0.74132514
12.99179,3.5332065
8.996711,2.9445457
11.246528,2.1274395
6.434976,6.891234
7.8347864,6.6859603
7.964735,7.864446
10.172127,2.799489
9.215047,7.6333385
7.130872,1.1723847
8.094318,6.093012
8.009045,6.1970015
9.23708,0.72524154
12.142548,2.893293
9.171018,1.5050325
10.722885,2.4600992
11.233035,4.9535484
4.514717,3.016324
8.410667,5.464375
8.192984,7.0530486
10.40211,4.7205
13.030864,3.494396
9.501284,1.6876888
9.612143,5.919642
11.147186,2.2328005
7.8271255,8.117352
11.167538,3.114369
8.726204,2.0764527
8.599751,6.2410183
4.756474,2.904674
7.850692,1.359348
8.943069,7.7689695
8.941555,3.5098624
6.23543,2.0366104
11.6249895,3.335145
11.935526,2.30081
10.519122,3.6550484
6.9277067,2.3371623
8.028613,2.0857255
9.936084,4.185223
8.561115,7.4784584
4.610296,2.8300664
9.898107,3.9304137
9.127099,2.0475893
9.221796,6.0812225
8.388418,7.514409
7.5556874,6.196629
12.516586,2.2770205
8.243778,1.9073796
8.189465,0.99979067
9.7468815,5.822974
8.320945,6.5169225
9.202063,2.184518
9.001385,7.637988
7.936657,2.7954307
11.611062,3.3380551
9.86429,4.236204
9.538721,3.4840932
7.803519,5.721974
8.420112,3.306327
8.670606,4.6665998
6.4374657,5.317518
10.06349,3.4726708
7.804014,6.367059
9.531588,2.543142
10.436407,3.4058022
7.6592946,2.42614
13.08427,2.9443107
7.5621376,1.3860686
9.517894,2.4096243
7.8347483,1.1513859
5.395753,2.341455
8.947884,3.3842754
9.521029,3.0273576
5.412291,2.540992
6.7950935,1.6176771
8.266515,1.5813591
4.498885,3.298955
7.839324,5.439798
8.197989,7.4959598
9.934025,4.6467314
11.661092,4.502708
4.296598,2.4640665
7.978695,2.1504524
11.927077,3.9915724
11.149083,1.7880559
6.7889786,7.244792
8.272695,0.0006884243
4.5858145,3.0408938
8.546891,6.9395757
9.682165,7.2209864
11.562302,2.8468053
12.001015,3.9548423
8.991943,3.5169647
12.360903,2.1504261
8.230678,4.892021
11.98881,2.1796446
7.8206058,3.1071212
10.512735,4.2901278
6.668549,5.715842
6.820199,1.5815707
5.7019253,2.3480396
7.0521317,1.516615
6.6978607,6.8813066
7.511511,6.0548906
7.348993,5.80457
7.763922,6.8041863
8.110454,4.4996815
10.50693,3.1676164
9.259164,3.622069
9.211232,0.84941465
8.07411,0.87180877
6.4252276,1.5301317
8.934607,6.270706
8.039246,6.842123
8.29631,6.5087123
8.0858135,1.4031912
6.919037,5.7132955
10.06591,2.8689094
7.854486,3.1296055
8.349355,7.0235314
8.361203,6.6766496
10.146496,6.031273
7.7786403,1.3451998
7.9407153,3.132175
11.406247,3.8119843
8.351532,7.176882
11.443182,2.5012023
9.178859,5.1740794
7.0812163,1.760071
12.489157,4.8345823
8.079084,0.9936359
9.951513,1.280855
5.2609863,2.3475833
9.028244,2.7044215
4.6387916,2.5837312
8.1078415,0.45440328
7.0535054,1.8641125
6.8182154,5.783868
6.5363426,5.138683
9.268936,2.5306585
8.8527155,0.7265021
12.916634,5.3083987
9.266871,1.7037185
7.5408645,2.2477195
12.509795,2.3415124
7.8360567,3.6201432
8.301248,2.791874
8.610652,2.5558317
7.9169965,2.6139047
4.3803663,2.4641626
10.069527,7.2936563
10.119808,7.183335
10.333044,2.4199812
6.561069,7.1886
7.3922677,3.4323502
11.490604,2.5668495
8.724537,6.3320837
10.208435,3.999403
8.239662,6.6977262
9.279176,0.29962057
7.89998,5.3976693
7.873479,4.523739
7.7469454,4.628155
8.605445,5.3587923
12.142681,4.898252
5.687733,2.9572444
9.576014,3.1603553
11.173974,3.6642408
11.439686,3.245874
12.536697,2.8763301
6.4178658,2.6636488
9.104597,6.411711
13.115048,3.2430158
8.828518,3.1110032
11.302978,2.0665214
5.984842,1.741001
11.695933,3.1817894
4.526698,3.075415
5.9204974,2.6242504
12.135576,2.092168
9.031301,3.2824214
5.9755135,1.6140274
8.262398,5.458925
9.08529,2.5696793
6.5358925,1.2769113
7.574717,1.3727909
12.548494,4.6339507
8.446941,1.4242911
12.5996065,4.425289
5.9518404,3.129432
10.6893215,6.14064
7.747857,5.4370966
9.436883,6.5536475
10.12566,1.8664535
10.689704,3.551471
6.342577,2.562293
6.7520347,2.0875354
10.126734,7.255364
8.736685,0.78731763
8.935026,4.495814
8.779272,5.751316
8.106904,2.8942595
10.027822,4.237028
6.4006524,3.6729226
8.934178,4.0448303
7.9853,6.9607763
5.866489,3.2790926
8.531164,1.2897907
8.266008,1.9470712
12.194982,2.2278738
8.668948,6.707927
11.022621,3.003685
9.898156,2.10229
8.97138,7.713181
9.062328,3.233506
6.383182,5.0529323
10.481006,5.272754
6.6198187,5.9484324
6.4238214,1.4831985
8.666397,2.528932
11.809531,2.8827503
7.7566586,4.2814355
7.2307296,1.443128
11.201031,3.6083224
8.033618,1.6016222
7.0818715,5.7956314
10.186056,4.41662
7.064768,1.5717062
6.1966906,1.864286
12.551481,4.219762
7.341839,0.975437
6.538534,2.0496092
8.054702,0.39476076
8.058513,1.2117517
9.56864,3.9842176
4.777124,2.5485508
11.750143,2.6530175
11.548581,3.794283
8.677866,1.7419338
11.609943,4.477665
7.9601746,3.92613
11.692774,2.9526908
11.472451,2.5875149
12.167607,3.4753916
8.352713,7.2901545
4.9095316,2.5534441
6.9486156,3.7593756
6.984893,6.0697412
12.450041,4.398812
6.257713,3.4319615
10.031541,3.2614388
11.023421,3.1307194
12.39592,3.889933
8.242905,5.562818
9.823477,7.19893
6.885353,3.5485837
7.095343,1.2828348
12.691598,3.8771572
7.857292,2.5773797
8.600395,7.8307447
9.955049,1.9427131
9.611402,2.7498152
9.919979,1.6902212
8.620462,5.4893503
7.8571854,3.0299246
9.951111,7.19023
8.004517,4.3861847
6.85199,1.9032185
7.072438,5.599655
6.7442665,0.3447235
8.144387,1.5505549
7.4702864,7.335016
5.4604707,2.3955991
7.392718,5.88651
7.944286,6.8621464
8.604581,6.2860284
9.13691,0.80256283
8.832848,5.3780227
7.822313,7.176079
6.82229,5.836504
6.548143,5.759409
8.610983,8.145044
12.214584,1.8969805
5.0966635,3.220779
7.0902724,5.5496798
7.6316414,7.0048857
7.2690625,5.832806
7.4868875,2.4625518
10.913368,5.3668528
8.552257,3.0992427
7.9490743,7.2297673
8.712213,7.2352347
6.770334,5.7567225
12.053195,2.605363
8.139979,7.3469357
5.5965843,2.8572686
9.312575,2.512631
9.44234,7.0914855
7.8262663,2.8828154
4.48004,2.9170225
9.9463415,7.067634
7.9240417,1.9664018
9.414864,4.4116187
11.232025,3.7155888
9.04904,1.6090133
8.501587,3.2556233
7.744913,6.5333705
6.2340345,5.323693
8.365275,7.4629884
6.9833045,7.12147
7.824891,1.5158018
10.131023,3.6657643
7.884945,4.5271235
6.270927,3.292203
9.225291,0.5580116
8.604841,1.5960908
9.358966,3.524055
11.12394,3.6406994
8.3801985,0.50566155
11.142795,4.3619137
6.9658613,1.6319494
7.4849305,6.948802
12.990869,3.0938635
9.571374,6.2199063
7.875512,1.6967345
6.4210224,5.665836
12.343805,2.2555833
12.367251,4.296428
6.734116,7.2540355
12.455427,4.377199
9.816078,3.1290734
6.347392,2.5659754
5.229783,3.0726857
11.104581,3.4603424
7.7304254,6.4815617
11.234174,3.8874016
11.040859,1.6053126
8.0926285,6.607163
6.821605,6.1257873
11.194532,3.440331
11.796365,3.6887074
8.420516,1.632024
8.593176,6.75512
6.7868567,5.7183447
9.027503,2.4227586
8.602757,2.065371
8.053423,0.969535
12.456593,3.884927
6.7623143,0.5260487
6.689245,6.094715
12.01224,3.0461454
7.983464,3.1368783
8.323076,3.0242636
11.5357895,3.278253
9.324063,6.579258
11.594942,4.466304
10.236068,3.1946735
12.653402,5.0239506
7.7341213,3.4984035
8.5906,7.0988326
7.536338,2.5534732
9.422472,7.0169516
4.7754183,2.9305797
6.837227,2.9555554
12.231808,2.2087576
7.8912153,1.5385518
7.462121,3.6427422
8.234308,6.852573
6.6552143,2.8669088
8.604577,7.259881
8.888793,8.014921
8.659984,2.4979434
10.993162,3.24882
9.601455,2.5633435
5.840649,2.4709895
8.23537,1.6145432
7.5411744,6.640009
8.928864,0.5347289
12.110495,4.3422556
7.832268,3.0849185
7.9500628,3.0511744
10.074076,4.6655474
8.131069,0.36570463
8.060861,7.621623
7.1200676,2.093551
12.07176,4.6615458
4.9991264,2.624391
5.9795713,5.964372
8.618376,7.6629972
8.605966,1.7005196
4.7245693,2.9105327
7.6406603,3.5198233
8.228648,7.0355644
9.562385,2.6112518
6.073943,2.6477358
9.004066,3.447916
12.044069,4.536015
7.98442,2.3128316
7.454805,4.2934113
8.510696,1.8478905
7.673766,6.5091968
11.767385,3.109728
11.001814,3.4566522
10.941369,3.7443728
7.694406,2.6285594
12.643433,3.0349774
9.0972595,1.8536903
5.7261176,3.2781405
11.974861,4.1200194
11.969517,3.552446
10.173022,1.5459846
9.398261,3.2933712
6.550644,5.8935113
5.764405,2.2529855
8.210206,6.989371
9.214885,1.4482476
7.734848,3.0608983
8.302595,2.681252
5.4875445,3.502362
6.358585,5.3829474
8.923843,0.43056023
9.404357,1.7262616
4.424387,2.7495825
9.3035145,1.2356458
8.235065,-0.009250954
7.9073586,2.3298917
7.0482078,5.3531938
10.863984,4.891884
8.400779,2.456261
7.764611,5.906875
12.513306,2.5689616
8.121294,6.965115
6.2973056,5.5857015
12.289927,2.3936796
6.8988247,5.536855
8.967947,7.278955
8.717383,6.408691
11.667939,3.124694
6.5685782,5.797129
8.385434,7.079897
7.6343703,6.2936745
7.065748,2.2744157
12.907784,3.0367696
11.969326,4.8430114
6.90478,0.42927608
8.921004,8.028672
12.767974,2.6723478
8.302749,5.453507
8.817705,6.7217083
6.8270426,1.568013
4.334812,2.3942935
12.081651,3.8196106
7.135183,7.0410705
8.683953,0.39289373
8.273232,3.1783218
13.070898,3.071944
9.941609,6.2951345
10.035748,7.2990975
8.753304,7.339344
9.976271,7.283127
8.94284,7.299663
7.382678,1.0970325
10.391009,4.0207505
11.994673,2.304952
10.421254,1.890998
